id,province_id,name_th,name_en
79,5,ลาดบัวหลวง,Lat Bua Luang
80,5,วังน้อย,Wang Noi
81,5,เสนา,Sena
82,5,บางซ้าย,Bang Sai
83,5,อุทัย,Uthai
84,5,มหาราช,Maha Rat
85,5,บ้านแพรก,Ban Phraek
86,6,เมืองอ่างทอง,Mueang Ang Thong
87,6,ไชโย,Chaiyo
88,6,ป่าโมก,Pa Mok
89,6,โพธิ์ทอง,Pho Thong
90,6,แสวงหา,Sawaeng Ha
91,6,วิเศษชัยชาญ,Wiset Chai Chan
92,6,สามโก้,Samko
93,7,เมืองลพบุรี,Mueang Lop Buri
94,7,พัฒนานิคม,Phatthana Nikhom
95,7,โคกสำโรง,Khok Samrong
96,7,ชัยบาดาล,Chai Badan
97,7,ท่าวุ้ง,Tha Wung
98,7,บ้านหมี่,Ban Mi
99,7,ท่าหลวง,Tha Luang
100,7,สระโบสถ์,Sa Bot
101,7,โคกเจริญ,Khok Charoen
102,7,ลำสนธิ,Lam Sonthi
103,7,หนองม่วง,Nong Muang
104,8,เมืองสิงห์บุรี,Mueang Sing Buri
105,8,บางระจัน,Bang Rachan
106,8,ค่ายบางระจัน,Khai Bang Rachan
107,8,พรหมบุรี,Phrom Buri
108,8,ท่าช้าง,Tha Chang
109,8,อินทร์บุรี,In Buri
110,9,เมืองชัยนาท,Mueang Chai Nat
111,9,มโนรมย์,Manorom
112,9,วัดสิงห์,Wat Sing
113,9,สรรพยา,Sapphaya
114,9,สรรคบุรี,Sankhaburi
115,9,หันคา,Hankha
116,9,หนองมะโมง,Nong Mamong
117,9,เนินขาม,Noen Kham
118,10,เมืองสระบุรี,Mueang Saraburi
119,10,แก่งคอย,Kaeng Khoi
120,10,หนองแค,Nong Khae
121,10,วิหารแดง,Wihan Daeng
122,10,หนองแซง,Nong Saeng
123,10,บ้านหมอ,Ban Mo
124,10,ดอนพุด,Don Phut
125,10,หนองโดน,Nong Don
126,10,พระพุทธบาท,Phra Phutthabat
127,10,เสาไห้,Sao Hai
128,10,มวกเหล็ก,Muak Lek
129,10,วังม่วง,Wang Muang
130,10,เฉลิมพระเกียรติ,Chaloem Phra Kiet
131,11,เมืองชลบุรี,Mueang Chon Buri
132,11,บ้านบึง,Ban Bueng
133,11,หนองใหญ่,Nong Yai
134,11,บางละมุง,Bang Lamung
135,11,พานทอง,Phan Thong
136,11,พนัสนิคม,Phanat Nikhom
137,11,ศรีราชา,Si Racha
138,11,เกาะสีชัง,Ko Sichang
139,11,สัตหีบ,Sattahip
140,11,บ่อทอง,Bo Thong
141,11,เกาะจันทร์,Ko Chan
142,12,เมืองระยอง,Mueang Rayong
143,12,บ้านฉาง,Ban Chang
144,12,แกลง,Klaeng
145,12,วังจันทร์,Wang Chan
146,12,บ้านค่าย,Ban Khai
147,12,ปลวกแดง,Pluak Daeng
148,12,เขาชะเมา,Khao Chamao
149,12,นิคมพัฒนา,Nikhom Phatthana
150,13,เมืองจันทบุรี,Mueang Chanthaburi
151,13,ขลุง,Khlung
152,13,ท่าใหม่,Tha Mai
153,13,โป่งน้ำร้อน,Pong Nam Ron
154,13,มะขาม,Makham
155,13,แหลมสิงห์,Laem Sing
156,13,สอยดาว,Soi Dao
157,13,แก่งหางแมว,Kaeng Hang Maeo
158,13,นายายอาม,Na Yai Am
159,13,เขาคิชฌกูฏ,Khao Khitchakut
160,14,เมืองตราด,Mueang Trat
161,14,คลองใหญ่,Khlong Yai
162,14,เขาสมิง,Khao Saming
163,14,บ่อไร่,Bo Rai
164,14,แหลมงอบ,Laem Ngop
165,14,เกาะกูด,Ko Kut
166,14,เกาะช้าง,Ko Chang
167,15,เมืองฉะเชิงเทรา,Mueang Chachoengsao
168,15,บางคล้า,Bang Khla
169,15,บางน้ำเปรี้ยว,Bang Nam Priao
170,15,บางปะกง,Bang Pakong
171,15,บ้านโพธิ์,Ban Pho
172,15,พนมสารคาม,Phanom Sarakham
173,15,ราชสาส์น,Ratchasan
174,15,สนามชัยเขต,Sanam Chai Khet
175,15,แปลงยาว,Pleang Yao
176,15,ท่าตะเกียบ,Tha Takiap
177,15,คลองเขื่อน,Khlong Khuean
178,16,เมืองปราจีนบุรี,Mueang Prachin Buri
179,16,กบินทร์บุรี,Kabin Buri
180,16,นาดี,Na Di
181,16,บ้านสร้าง,Ban Sang
182,16,ประจันตคาม,Prachantakham
183,16,ศรีมหาโพธิ,Si Maha Phot
184,16,ศรีมโหสถ,Si Mahosot
185,17,เมืองนครนายก,Mueang Nakhon Nayok
186,17,ปากพลี,Pak Phli
187,17,บ้านนา,Ban Na
188,17,องครักษ์,Ongkharak
189,18,เมืองสระแก้ว,Mueang Sa Kaeo
190,18,คลองหาด,Khlong Hat
191,18,ตาพระยา,Ta Phraya
192,18,วังน้ำเย็น,Wang Nam Yen
193,18,วัฒนานคร,Watthana Nakhon
194,18,อรัญประเทศ,Aranyaprathet
195,18,เขาฉกรรจ์,Khao Chakan
196,18,โคกสูง,Khok Sung
197,18,วังสมบูรณ์,Wang Sombun
198,19,เมืองนครราชสีมา,Mueang Nakhon Ratchasima
199,19,ครบุรี,Khon Buri
200,19,เสิงสาง,Soeng Sang
201,19,คง,Khong
202,19,บ้านเหลื่อม,Ban Lueam
203,19,จักราช,Chakkarat
204,19,โชคชัย,Chok Chai
205,19,ด่านขุนทด,Dan Khun Thot
206,19,โนนไทย,Non Thai
207,19,โนนสูง,Non Sung
208,19,ขามสะแกแสง,Kham Sakaesaeng
209,19,บัวใหญ่,Bua Yai
210,19,ประทาย,Prathai
211,19,ปักธงชัย,Pak Thong Chai
212,19,พิมาย,Phimai
213,19,ห้วยแถลง,Huai Thalaeng
214,19,ชุมพวง,Chum Phuang
215,19,สูงเนิน,Sung Noen
216,19,ขามทะเลสอ,Kham Thale So
217,19,สีคิ้ว,Si Khio
218,19,ปากช่อง,Pak Chong
219,19,หนองบุญมาก,Nong Bunmak
220,19,แก้งสนามนาง,Kaeng Sanam Nang
221,19,โนนแดง,Non Daeng
222,19,วังน้ำเขียว,Wang Nam Khiao
223,19,เทพารักษ์,Thepharak
224,19,เมืองยาง,Mueang Yang
225,19,พระทองคำ,Phra Thong Kham
226,19,ลำทะเมนชัย,Lamtaman Chai
227,19,บัวลาย,Bua Lai
228,19,สีดา,Sida
229,19,เฉลิมพระเกียรติ,Chaloem Phra Kiet
230,20,เมืองบุรีรัมย์,Mueang Buri Ram
231,20,คูเมือง,Khu Mueang
232,20,กระสัง,Krasang
233,20,นางรอง,Nang Rong
234,20,หนองกี่,Nong Ki
235,20,ละหานทราย,Lahan Sai
236,20,ประโคนชัย,Prakhon Chai
237,20,บ้านกรวด,Ban Kruat
238,20,พุทไธสง,Phutthaisong
239,20,ลำปลายมาศ,Lam Plai Mat
240,20,สตึก,Satuek
241,20,ปะคำ,Pakham
242,20,นาโพธิ์,Na Pho
243,20,หนองหงส์,Nong Hong
244,20,พลับพลาชัย,Phlapphla Chai
245,20,ห้วยราช,Huai Rat
246,20,โนนสุวรรณ,Non Din Daeng
247,20,ชำนิ,Chamni
248,20,บ้านใหม่ไชยพจน์,Ban Mai Chaiyaphot
249,20,โนนดินแดง,Non Din Daeng
250,20,บ้านด่าน,Ban Dan
251,20,แคนดง,Khaen Dong
252,20,เฉลิมพระเกียรติ,Chaloem Phra Kiet
253,21,เมืองสุรินทร์,Mueang Surin
254,21,ชุมพลบุรี,Chumphon Buri
255,21,ท่าตูม,Tha Tum
256,21,จอมพระ,Chom Phra
257,21,ปราสาท,Prasat
258,21,กาบเชิง,Kap Choeng
259,21,รัตนบุรี,Rattanaburi
260,21,สนม,Sanom
261,21,ศีขรภูมิ,Sikhoraphum
262,21,สังขะ,Sangkha
263,21,ลำดวน,Lamduan
264,21,สำโรงทาบ,Samrong Thap
265,21,บัวเชด,Buachet
266,21,พนมดงรัก,Phanom Dong Rak
267,21,ศรีณรงค์,Si Narong
268,21,เขวาสินรินทร์,Khwao Sinarin
269,21,โนนนารายณ์,Non Narai
270,22,เมืองศรีสะเกษ,Mueang Si Sa Ket
271,22,ยางชุมน้อย,Yang Chum Noi
272,22,กันทรารมย์,Kanthararom
273,22,กันทรลักษ์,Kantharalak
274,22,ขุขันธ์,Khukhan
275,22,ไพรบึง,Phrai Bueng
276,22,ปรางค์กู่,Prang Ku
277,22,ขุนหาญ,Khun Han
278,22,ราษีไศล,Rasi Salai
279,22,อุทุมพรพิสัย,Uthumphon Phisai
280,22,บึงบูรพ์,Bueng Bun
281,22,ห้วยทับทัน,Huai Thap Than
282,22,โนนคูณ,Non Khun
283,22,ศรีรัตนะ,Si Rattana
284,22,น้ำเกลี้ยง,Nam Kliang
285,22,วังหิน,Wang Hin
286,22,ภูสิงห์,Phu Sing
287,22,เมืองจันทร์,Mueang Chan
288,22,เบญจลักษ์,Benchalak
289,22,พยุห์,Phayu
290,22,โพธิ์ศรีสุวรรณ,Pho Si Suwan
291,22,ศิลาลาด,Sila Lat
292,23,เมืองอุบลราชธานี,Mueang Ubon Ratchathani
293,23,ศรีเมืองใหม่,Si Mueang Mai
294,23,โขงเจียม,Khong Chiam
295,23,เขื่องใน,Khueang Nai
296,23,เขมราฐ,Khemarat
297,23,เดชอุดม,Det Udom
298,23,นาจะหลวย,Na Chaluai
299,23,น้ำยืน,Nam Yuen
300,23,บุณฑริก,Boontharik
301,23,ตระการพืชผล,Trakan Phuet Phon
302,23,กุดข้าวปุ้น,Kut Khaopun
303,23,ม่วงสามสิบ,Muang Sam Sip
304,23,วารินชำราบ,Warin Chamrap
305,23,พิบูลมังสาหาร,Phibun Mangsahan
306,23,ตาลสุม,Tan Sum
307,23,โพธิ์ไทร,Pho Sai
308,23,สำโรง,Samrong
309,23,ดอนมดแดง,Don Mot Daeng
310,23,สิรินธร,Sirindhorn
311,23,ทุ่งศรีอุดม,Thung Si Udom
312,23,นาเยีย,Na Yia
313,23,นาตาล,Na Tan
314,23,เหล่าเสือโก้ก,Lao Suea Kok
315,23,สว่างวีระวงศ์,Sawang Wirawong
316,23,น้ำขุ่น,Nam Khun
317,24,เมืองยโสธร,Mueang Yasothon
318,24,ทรายมูล,Sai Mun
319,24,กุดชุม,Kut Chum
320,24,คำเขื่อนแก้ว,Kham Khuean Kaeo
321,24,ป่าติ้ว,Pa Tio
322,24,มหาชนะชัย,Maha Chana Chai
323,24,ค้อวัง,Kho Wang
324,24,เลิงนกทา,Loeng Nok Tha
325,24,ไทยเจริญ,Thai Charoen
326,25,เมืองชัยภูมิ,Mueang Chaiyaphum
327,25,บ้านเขว้า,Ban Khwao
328,25,คอนสวรรค์,Khon Sawan
329,25,เกษตรสมบูรณ์,Kaset Sombun
330,25,หนองบัวแดง,Nong Bua Daeng
331,25,จัตุรัส,Chatturat
332,25,บำเหน็จณรงค์,Bamnet Narong
333,25,หนองบัวระเหว,Nong Bua Rawe
334,25,เทพสถิต,Thep Sathit
335,25,ภูเขียว,Phu Khiao
336,25,บ้านแท่น,Ban Thaen
337,25,แก้งคร้อ,Kaeng Khro
338,25,คอนสาร,Khon San
339,25,ภักดีชุมพล,Phakdi Chumphon
340,25,เนินสง่า,Noen Sa-nga
341,25,ซับใหญ่,Sap Yai
342,26,เมืองอำนาจเจริญ,Mueang Amnat Charoen
343,26,ชานุมาน,Chanuman
344,26,ปทุมราชวงศา,Pathum Ratchawongsa
345,26,พนา,Phana
346,26,เสนางคนิคม,Senangkhanikhom
347,26,หัวตะพาน,Hua Taphan
348,26,ลืออำนาจ,Lue Amnat
349,27,บึงกาฬ,Bueng Kan
350,27,พรเจริญ,Phon Charoen
351,27,โซ่พิสัย,So Phisai
352,27,เซกา,Seka
353,27,ปากคาด,Pak Khat
354,27,บึงโขงหลง,Bueng Khong Long
355,27,ศรีวิไล,Si Wilai
356,27,บุ่งคล้า,Bung Khla
357,28,เมืองหนองบัวลำภู,Mueang Nong Bua Lam Phu
358,28,นากลาง,Na Klang
359,28,โนนสัง,Non Sang
360,28,ศรีบุญเรือง,Si Bun Rueang
361,28,สุวรรณคูหา,Suwannakhuha
362,28,นาวัง,Na Wang
363,29,เมืองขอนแก่น,Mueang Khon Kaen
364,29,บ้านฝาง,Ban Fang
365,29,พระยืน,Phra Yuen
366,29,หนองเรือ,Nong Ruea
367,29,ชุมแพ,Chum Phae
368,29,สีชมพู,Si Chomphu
369,29,น้ำพอง,Nam Phong
370,29,อุบลรัตน์,Ubolratana
371,29,กระนวน,Kranuan
372,29,บ้านไผ่,Ban Phai
373,29,เปือยน้อย,Pueai Noi
374,29,พล,Phon
375,29,แวงใหญ่,Waeng Yai
376,29,แวงน้อย,Waeng Noi
377,29,หนองสองห้อง,Nong Song Hong
378,29,ภูเวียง,Phu Wiang
379,29,มัญจาคีรี,Mancha Khiri
380,29,ชนบท,Chonnabot
381,29,เขาสวนกวาง,Khao Suan Kwang
382,29,ภูผาม่าน,Phu Phaman
383,29,ซำสูง,Sam Sung
384,29,โคกโพธิ์ไชย,Khok Pho Chai
385,29,หนองนาคำ,Nong Na Kham
386,29,บ้านแฮด,Ban Haet
387,29,โนนศิลา,Non Sila
388,29,เวียงเก่า,Wiang Kao
389,30,เมืองอุดรธานี,Mueang Udon Thani
390,30,กุดจับ,Kut Chap
391,30,หนองวัวซอ,Nong Wua So
392,30,กุมภวาปี,Kumphawapi
393,30,โนนสะอาด,Non Sa-at
394,30,หนองหาน,Nong Saeng
395,30,ทุ่งฝน,Thung Fon
396,30,ไชยวาน,Chai Wan
397,30,ศรีธาตุ,Si That
398,30,วังสามหมอ,Wang Sam Mo
399,30,บ้านดุง,Ban Dung
400,30,บ้านผือ,Ban Phue
401,30,น้ำโสม,Nam Som
402,30,เพ็ญ,Phen
403,30,สร้างคอม,Sang Khom
404,30,หนองแสง,Nong Saeng
405,30,นายูง,Na Yung
406,30,พิบูลย์รักษ์,Phibun Rak
407,30,กู่แก้ว,Ku Kaeo
408,30,ประจักษ์ศิลปาคม,Prachaksinlapakhom
409,31,เมืองเลย,Mueang Loei
410,31,นาด้วง,Na Duang
411,31,เชียงคาน,Chiang Khan
412,31,ปากชม,Pak Chom
413,31,ด่านซ้าย,Dan Sai
414,31,นาแห้ว,Na Haeo
415,31,ภูเรือ,Phu Ruea
416,31,ท่าลี่,Tha Li
417,31,วังสะพุง,Wang Saphung
418,31,ภูกระดึง,Phu Kradueng
419,31,ภูหลวง,Phu Luang
420,31,ผาขาว,Pha  Khao
421,31,เอราวัณ,Erawan
422,31,หนองหิน,Nong Hin
423,32,เมืองหนองคาย,Mueang Nong Khai
424,32,ท่าบ่อ,Tha Bo
425,32,โพนพิสัย,Phon Phisai
426,32,ศรีเชียงใหม่,Si Chiang Mai
427,32,สังคม,Sangkhom
428,32,สระใคร,Sakhrai
429,32,เฝ้าไร่,Fao Rai
430,32,รัตนวาปี,Rattanawapi
431,32,โพธิ์ตาก,Pho Tak
432,33,เมืองมหาสารคาม,Mueang Maha Sarakham
433,33,แกดำ,Kae Dam
434,33,โกสุมพิสัย,Kosum Phisai
435,33,กันทรวิชัย,Kantharawichai
436,33,เชียงยืน,Chiang Yuen
437,33,บรบือ,Borabue
438,33,นาเชือก,Na Chueak
439,33,พยัคฆภูมิพิสัย,Phayakkhaphum Phisai
440,33,วาปีปทุม,Wapi Pathum
441,33,นาดูน,Na Dun
442,33,ยางสีสุราช,Yang Sisurat
443,33,กุดรัง,Kut Rang
444,33,ชื่นชม,Chuen Chom
445,34,เมืองร้อยเอ็ด,Mueang Roi Et
446,34,เกษตรวิสัย,Kaset Wisai
447,34,ปทุมรัตต์,Pathum Rat
448,34,จตุรพักตรพิมาน,Chaturaphak Phiman
449,34,ธวัชบุรี,Thawat Buri
450,34,พนมไพร,Phanom Phrai
451,34,โพนทอง,Phon Thong
452,34,โพธิ์ชัย,Pho Chai
453,34,หนองพอก,Nong Phok
454,34,เสลภูมิ,Selaphum
455,34,สุวรรณภูมิ,Suwannaphum
456,34,เมืองสรวง,Mueang Suang
457,34,โพนทราย,Phon Sai
458,34,อาจสามารถ,At Samat
459,34,เมยวดี,Moei Wadi
460,34,ศรีสมเด็จ,Si Somdet
461,34,จังหาร,Changhan
462,34,เชียงขวัญ,Chiang Khwan
463,34,หนองฮี,Nong Hi
464,34,ทุ่งเขาหลวง,Thung Khao Luang
465,35,เมืองกาฬสินธุ์,Mueang Kalasin
466,35,นามน,Na Mon
467,35,กมลาไสย,Kamalasai
468,35,ร่องคำ,Rong Kham
469,35,กุฉินารายณ์,Kuchinarai
470,35,เขาวง,Khao Wong
471,35,ยางตลาด,Yang Talat
472,35,ห้วยเม็ก,Huai Mek
473,35,สหัสขันธ์,Sahatsakhan
474,35,คำม่วง,Kham Muang
475,35,ท่าคันโท,Tha Khantho
476,35,หนองกุงศรี,Nong Kung Si
477,35,สมเด็จ,Somdet
478,35,ห้วยผึ้ง,Huai Phueng
479,35,สามชัย,Sam Chai
480,35,นาคู,Na Khu
481,35,ดอนจาน,Don Chan
482,35,ฆ้องชัย,Khong Chai
483,36,เมืองสกลนคร,Mueang Sakon Nakhon
484,36,กุสุมาลย์,Kusuman
485,36,กุดบาก,Kut Bak
486,36,พรรณานิคม,Phanna Nikhom
487,36,พังโคน,Phanh khon
488,36,วาริชภูมิ,Waritchaphum
489,36,นิคมน้ำอูน,Nikhom Nam un
490,36,วานรนิวาส,Wanon Niwat
491,36,คำตากล้า,Kham Ta Kla
492,36,บ้านม่วง,Ban Muang
493,36,อากาศอำนวย,Akat Amnuai
494,36,สว่างแดนดิน,Sawang Daen Din
495,36,ส่องดาว,Song Dao
496,36,เต่างอย,Tao Ngoi
497,36,โคกศรีสุพรรณ,Khok Si Suphan
498,36,เจริญศิลป์,Charoen Sin
499,36,โพนนาแก้ว,Phon Na Kaeo
500,36,ภูพาน,Phu Phan
501,37,เมืองนครพนม,Mueang Nakhon Phanom
502,37,ปลาปาก,Pla Pak
503,37,ท่าอุเทน,Tha Uthen
504,37,บ้านแพง,Ban Phaeng
505,37,ธาตุพนม,That Phanom
506,37,เรณูนคร,Renu Nakhon
507,37,นาแก,Na Kae
508,37,ศรีสงคราม,Si Songkhram
509,37,นาหว้า,Na Wa
510,37,โพนสวรรค์,Phon Sawan
511,37,นาทม,Na Thom
512,37,วังยาง,Wang Yang
513,38,เมืองมุกดาหาร,Mueang Mukdahan
514,38,นิคมคำสร้อย,Nikhom Kham Soi
515,38,ดอนตาล,Don Tan
516,38,ดงหลวง,Don Tan
517,38,คำชะอี,Khamcha-i
518,38,ว่านใหญ่,Wan Yai
519,38,หนองสูง,Nong Sung
520,39,เมืองเชียงใหม่,Mueang Chiang Mai
521,39,จอมทอง,Chom Thong
522,39,แม่แจ่ม,Mae Chaem
523,39,เชียงดาว,Chiang Dao
524,39,ดอยสะเก็ด,Doi Saket
525,39,แม่แตง,Mae Taeng
526,39,แม่ริม,Mae Rim
527,39,สะเมิง,Samoeng
528,39,ฝาง,Fang
529,39,แม่อาย,Mae Ai
530,39,พร้าว,Phrao
531,39,สันป่าตอง,San Pa Tong
532,39,สันกำแพง,San Kamphaeng
533,39,สันทราย,San Sai
534,39,หางดง,Hang Dong
535,39,ฮอด,Hot
536,39,ดอยเต่า,Doi Tao
537,39,อมก๋อย,Omkoi
538,39,สารภี,Saraphi
539,39,เวียงแหง,Wiang Haeng
540,39,ไชยปราการ,Chai Prakan
541,39,แม่วาง,Mae Wang
542,39,แม่ออน,Mae On
543,39,ดอยหล่อ,Doi Lo
544,39,กัลยาณิวัฒนา,Kanlayaniwatthana
545,40,เมืองลำพูน,Mueang Lamphun
546,40,แม่ทา,Mae Tha
547,40,บ้านโฮ่ง,Ban Hong
548,40,ลี้,Li
549,40,ทุ่งหัวช้าง,Thung Hua Chang
550,40,ป่าซาง,Pa Sang
551,40,บ้านธิ,Ban Thi
552,40,เวียงหนองล่อง,Wiang Nong Long
553,41,เมืองลำปาง,Mueang Lampang
554,41,แม่เมาะ,Mae Mo
555,41,เกาะคา,Ko kha
556,41,เสริมงาม,Soem Ngam
557,41,งาว,Ngao
558,41,แจ้ห่ม,Chae Hom
559,41,วังเหนือ,Wang Nuea
560,41,เถิน,Thoen
561,41,แม่พริก,Mae Phrik
562,41,แม่ทะ,Mae Tha
563,41,สบปราบ,Sop Prap
564,41,ห้างฉัตร,Hang Chat
565,41,เมืองปาน,Mueang Pan
566,42,เมืองอุตรดิตถ์,Mueang Uttaradit
567,42,ตรอน,Tron
568,42,ท่าปลา,Tha Pla
569,42,น้ำปาด,Nam Pat
570,42,ฟากท่า,Fak Tha
571,42,บ้านโคก,Ban Khok
572,42,พิชัย,Phichai
573,42,ลับแล,Laplae
574,42,ทองแสนขัน,Thong Saen Khan
575,43,เมืองแพร่,Mueang Phrae
576,43,ร้องกวาง,Mueang Phrae
577,43,ลอง,Long
578,43,สูงเม่น,Sung Men
579,43,เด่นชัย,Den Chai
580,43,สอง,Song
581,43,วังชิ้น,Wang Chin
582,43,หนองม่วงไข่,Nong Muang Khai
583,44,เมืองน่าน,Mueang Nan
584,44,แม่จริม,Mae Charim
585,44,บ้านหลวง,Ban Luang
586,44,นาน้อย,Na Noi
587,44,ปัว,Pua
588,44,ท่าวังผา,Tha Wang Pha
589,44,เวียงสา,Wiang Sa
590,44,ทุ่งช้าง,Thung Chang
591,44,เชียงกลาง,Chiang Klang
592,44,นาหมื่น,Na Muen
593,44,สันติสุข,Santi Suk
594,44,บ่อเกลือ,Bo Kluea
595,44,สองแคว,Song Khwae
596,44,ภูเพียง,Phu Phiang
597,44,เฉลิมพระเกียรติ,Chaloem Phra Kiet
598,45,เมืองพะเยา,Mueang Phayao
599,45,จุน,Chun
600,45,เชียงคำ,Chiang Kham
601,45,เชียงม่วน,Chiang Muan
602,45,ดอกคำใต้,Dok Khamtai
603,45,ปง,Pong
604,45,แม่ใจ,Mae Chai 
605,45,ภูซาง,Phu Sang
606,45,ภูกามยาว,Phu Kamyao
607,46,เมืองเชียงราย,Mueang Chiang Rai
608,46,เวียงชัย,Wiang Chai
609,46,เชียงของ,Chiang Khong
610,46,เทิง,Thoeng
611,46,พาน,Phan
612,46,ป่าแดด,Pa Daet
613,46,แม่จัน,Mae Chan
614,46,เชียงแสน,Chiang Saen
615,46,แม่สาย,Mae Sai
616,46,แม่สรวย,Mae Suai
617,46,เวียงป่าเป้า,Wiang Pa Pao
618,46,พญาเม็งราย,Phaya Mengrai
619,46,เวียงแก่น,Wiang Kaen
620,46,ขุนตาล,Khun Tan
621,46,แม่ฟ้าหลวง,Mae Fa Luang
622,46,แม่ลาว,Mae Lao
623,46,เวียงเชียงรุ้ง,Wiang Chiang Rung
624,46,ดอยหลวง,Doi Luang
625,47,เมืองแม่ฮ่องสอน,Mueang Mae Hong Son
626,47,ขุนยวม,Khun Yuam
627,47,ปาย,Pai
628,47,แม่สะเรียง,Mae Sariang
629,47,แม่ลาน้อย,Mae La Noi
630,47,สบเมย,Sop Moei
631,47,ปางมะผ้า,Pang Mapha
632,48,เมืองนครสวรรค์,Mueang Nakhon Sawan
633,48,โกรกพระ,Krok Phra
634,48,ชุมแสง,Chum Saeng
635,48,หนองบัว,Nong Bua
636,48,บรรพตพิสัย,Banphot Phisai
637,48,เก้าเลี้ยว,Kao Liao
638,48,ตาคลี,Takhli
639,48,ท่าตะโก,Tha Tako
640,48,ไพศาลี,Phaisali
641,48,พยุหะคีรี,Phayuha Hkiri
642,48,ลาดยาว,Lat Yao
643,48,ตากฟ้า,Tak Fa
644,48,แม่วงก์,Mae Wong
645,48,แม่เปิน,Mae Pern
646,48,ชุมตาบง,Chum Ta Bong
647,49,เมืองอุทัยธานี,Mueang Uthai Thani
648,49,ทัพทัน,Thap Than
649,49,สว่างอารมณ์,Sawang Arom
650,49,หนองฉาง,Nong Chang
651,49,หนองขาหย่าง,Nong Khayang
652,49,บ้านไร่,Ban Rai
653,49,ลานสัก,Lan Sak
654,49,ห้วยคต,Huai Khot
655,50,เมืองกำแพงเพชร,Mueang Kamphaeng Phet
656,50,ไทรงาม,Sai Ngam
657,50,คลองลาน,Khlong Lan
658,50,ขาณุวรลักษบุรี,Khanu Woralaksaburi
659,50,คลองขลุง,Khlong Khlung
660,50,พรานกระต่าย,Phran Kratai
661,50,ลานกระบือ,Lan Krabue
662,50,ทรายทองวัฒนา,Sai Thong Watthana
663,50,ปางศิลาทอง,Pang Sila Thong
664,50,บึงสามัคคี,Bueng Samakkhi
665,50,โกสัมพีนคร,Kosamphi Nakhon
666,51,เมืองตาก,Mueang Tak
667,51,บ้านตาก,Ban Tak
668,51,สามเงา,Sam Ngao
